after size,drift size,drifted features types,total drift type,count,after accuracy decrease,after retrain accuracy increase,before after retrain accuracy increase,SFLDT fix accuracy increase,SFLDT wasted effort,STAT_SFLDT fix accuracy increase,STAT_SFLDT wasted effort,SFLDT_Features fix accuracy increase,SFLDT_Features wasted effort,fuzzy count,fuzzy participation SFLDT fix accuracy increase,fuzzy participation SFLDT wasted effort,fuzzy participation STAT_SFLDT fix accuracy increase,fuzzy participation STAT_SFLDT wasted effort,fuzzy participation SFLDT_Features fix accuracy increase,fuzzy participation SFLDT_Features wasted effort
2.0000000000000004,2,"numeric, numeric",numeric,14404.0,868066.7892036992,-59049.26740429903,227213.7429490275,94542.43647408871,371859.0,106858.00462442225,405530.0,121127.81710715333,250452.0,14404.0,83845.82849231696,371765.0,79778.12051397897,406643.0,126380.19233705167,250874.0
2.0000000000000004,3,"binary, binary, numeric",mixed,4392.0,149860.60606060608,224648.48484848483,140797.78138528139,117415.1515151515,46716.0,142640.69264069267,41916.0,225921.21212121213,20584.0,4392.0,116548.48484848485,46716.0,116015.1515151515,41916.0,224954.54545454547,20584.0
2.0000000000000004,3,"numeric, numeric, numeric",numeric,459221.0,26372802.12491442,-3239743.6239056587,7522892.924291033,2744667.401331493,14112190.0,3632554.869903595,15077930.0,2929715.178723691,8768665.0,459221.0,3020402.8124200166,14134768.0,2834057.4863687786,15078447.0,3126298.278557551,8772752.0
2.0000000000000004,4,"binary, binary, binary, numeric",mixed,54352.0,1771260.606060606,2917927.2727272725,1822810.9307359308,1546757.5757575757,491520.0,1796548.051948052,445440.0,2967563.6363636367,215040.0,54352.0,1544490.909090909,491520.0,1544557.5757575757,445440.0,2965296.96969697,215040.0
2.0000000000000004,4,"numeric, numeric, numeric, numeric",numeric,659066.0,38803404.19847372,4037426.20993821,11817435.895627718,5384311.169062352,10718791.0,5107247.709208594,11055962.0,5358042.497185503,5770666.0,659066.0,6846975.6622845065,10590280.0,5501670.392487441,11059948.0,5295955.965510288,5770666.0
3.0,1,numeric,numeric,343.0,20968.758452811624,1913.868045498983,5573.825923284237,3224.607902596875,5001.0,3601.7579037250707,5445.0,4955.65823680109,3646.0,343.0,2476.931133632089,4979.0,3023.475495882932,5539.0,5132.1013158009255,3679.0
3.0,2,"binary, numeric",mixed,293.0,13786.991341991343,7090.887445887445,3258.3549783549774,5207.24025974026,3323.0,5969.253246753247,2927.0,9261.645021645025,1518.0,293.0,5141.385281385281,3323.0,5159.0259740259735,2927.0,8907.478354978357,1518.0
3.0,2,"numeric, numeric",numeric,14872.0,898760.0754165534,-9017.59679249471,256655.8193407359,95446.32038172992,386098.0,120447.82154091206,414043.0,138982.6920783393,257449.0,14872.0,90474.90356652363,382144.0,96516.33322887182,415584.0,144045.3228046812,257447.0
3.0,3,"binary, binary, numeric",mixed,5592.0,247438.3116883117,151105.54112554115,76637.54329004328,119555.41125541127,60396.0,135482.683982684,53708.0,208832.42424242428,26632.0,5576.0,116680.8658008658,60212.0,118093.4199134199,53556.0,209150.0432900433,26536.0
3.0,3,"binary, numeric, numeric",mixed,96.0,6093.333333333333,1952.3809523809525,2299.047619047619,1986.6666666666667,1036.0,1986.6666666666667,879.0,-1780.952380952381,576.0,96.0,1986.6666666666667,1041.0,1986.6666666666667,880.0,-1780.952380952381,576.0
3.0,3,"numeric, numeric, numeric",numeric,488967.0,28442811.407520846,-2845049.9145265142,9034018.673555534,2411937.2131627426,15188355.0,4069963.170275458,16097492.0,3231865.336081956,9441758.0,488967.0,3190986.6109835654,15032197.0,3374678.448076032,16105717.0,3430506.221523887,9437030.0
3.0,4,"binary, binary, binary, numeric",mixed,68624.0,2904409.177489178,2049774.8917748919,989723.7662337661,1562026.147186147,621504.0,1685940.0,560576.0,2806088.398268399,272320.0,68596.0,1546039.4805194805,621208.0,1554771.0822510822,560280.0,2804092.2077922085,272180.0
3.0,4,"binary, binary, numeric, numeric",mixed,864.0,55577.142857142855,17062.857142857145,19788.571428571428,17874.285714285714,8240.0,17874.285714285714,7740.0,-16314.285714285714,4320.0,1000.0,10511.42857142857,9436.0,10511.42857142857,8952.0,-19215.238095238095,5000.0
3.0,4,"binary, numeric, numeric, numeric",mixed,864.0,54982.857142857145,17428.57142857143,20989.52380952381,17657.14285714286,7416.0,17657.14285714286,7200.0,-16040.95238095238,4320.0,864.0,17657.14285714286,7506.0,17657.14285714286,7200.0,-16040.95238095238,4320.0
3.0,4,"numeric, numeric, numeric, numeric",numeric,729214.0,44079013.72712767,8136115.2551999055,13378901.513274107,5830131.814513018,12245283.0,5514327.265917279,12589192.0,6139772.393273341,6606505.0,729214.0,6817618.816760812,12137906.0,5483030.846941708,12591011.0,6125809.234476396,6606505.0
4.000000000000001,1,numeric,numeric,340.0,20851.361569716082,2809.579071383239,5951.242373812233,3486.0588923768632,5014.0,3937.9817776939226,5366.0,5302.829881976617,3677.0,340.0,2632.8415622239872,4954.0,3277.428102329306,5437.0,5332.144003403,3680.0
4.000000000000001,2,"binary, binary",binary,4.0,256.1904761904762,79.04761904761905,-10.476190476190473,-2.857142857142858,52.0,0.0,36.0,-2.857142857142858,28.0,4.0,0.0,52.0,0.0,36.0,-2.857142857142858,28.0
4.000000000000001,2,"binary, numeric",mixed,245.0,10017.380952380952,9512.61904761905,5916.991341991342,5444.123376623376,2523.0,6092.2835497835495,2259.0,8505.108225108223,1234.0,245.0,5256.623376623376,2523.0,5248.290043290043,2259.0,8517.608225108223,1234.0
4.000000000000001,2,"numeric, numeric",numeric,14541.0,880787.1504978174,59853.801175864704,281717.3034507627,105459.41473581524,371165.0,134701.27086707158,398582.0,151076.68306346316,246985.0,14541.0,96941.40145446776,368229.0,105354.26660907247,400020.0,152900.69166400947,247421.0
4.000000000000001,3,"binary, binary, binary",binary,64.0,4106.666666666667,1257.1428571428573,-173.3333333333333,-73.33333333333329,672.0,0.0,800.0,-73.33333333333329,384.0,,,,,,,
4.000000000000001,3,"binary, binary, numeric",mixed,4552.0,162786.32034632034,209153.9393939394,125942.73809523808,118437.05627705627,45702.0,131200.77922077922,42042.0,201418.18181818182,21544.0,4504.0,118811.34199134198,45188.0,118312.29437229436,41532.0,205694.3722943723,21256.0
4.000000000000001,3,"binary, numeric, numeric",mixed,184.0,11336.190476190475,4084.761904761905,4918.0952380952385,4543.809523809524,2072.0,4543.809523809524,1624.0,-4595.238095238095,1104.0,184.0,4543.809523809524,2072.0,4543.809523809524,1625.0,-4492.380952380952,1104.0
4.000000000000001,3,"numeric, numeric, numeric",numeric,449573.0,25859559.32739708,496745.7067725225,9666240.883437756,2638556.6054152413,13526962.0,4367621.148063142,14394294.0,3475846.0472861067,8416104.0,449573.0,3307989.258426006,13467772.0,3470423.9192902064,14403747.0,3627621.464795805,8418618.0
4.000000000000001,4,"binary, binary, binary, numeric",mixed,54820.0,1798932.987012987,2740218.8744588746,1590713.8311688313,1550898.528138528,465720.0,1631279.567099567,439428.0,2716895.9307359303,217380.0,55264.0,1552007.0995670995,469328.0,1552992.8138528138,443960.0,2715506.4069264065,219600.0
4.000000000000001,4,"binary, binary, numeric, numeric",mixed,2338.0,140980.0,54966.66666666667,64140.0,42567.619047619046,22962.0,48434.28571428571,20606.0,-49256.19047619047,11690.0,2904.0,49130.47619047619,28104.0,49711.42857142857,25818.0,-49510.47619047619,14520.0
4.000000000000001,4,"binary, numeric, numeric, numeric",mixed,1584.0,97765.71428571429,34988.571428571435,40760.0,38794.28571428572,14304.0,38794.28571428572,12456.0,-39308.57142857143,7920.0,1584.0,38794.28571428572,14304.0,38794.28571428572,12456.0,-34820.95238095238,7920.0
4.000000000000001,4,"numeric, numeric, numeric, numeric",numeric,735577.0,44595989.88505086,9507868.471780006,13372202.22657917,5980770.729336827,12461551.0,6366508.696544145,12787689.0,6599023.669559155,6726240.0,735577.0,6806595.369146662,12347734.0,6351566.990905492,12792696.0,6838405.864013811,6726240.0
5.0,1,binary,binary,4.0,260.95238095238096,74.28571428571429,54.28571428571428,45.71428571428571,23.0,-48.571428571428584,4.0,45.71428571428571,12.0,4.0,-48.571428571428584,24.0,-48.571428571428584,5.0,45.71428571428571,15.0
5.0,1,numeric,numeric,362.0,22452.429735833193,3378.536659520211,6336.293713034239,3650.6267550732,5434.0,4210.283583075842,5577.0,5474.254002183675,4012.0,362.0,2983.2536273831806,5352.0,3230.2336974351924,5640.0,5556.151215376214,4036.0
5.0,2,"binary, binary",binary,64.0,4140.952380952381,1222.857142857143,914.2857142857142,731.4285714285714,632.0,-777.1428571428572,740.0,731.4285714285714,448.0,80.0,-971.4285714285716,780.0,-971.4285714285716,948.0,914.2857142857142,560.0
5.0,2,"binary, numeric",mixed,363.0,17450.833333333332,12768.474025974027,4044.1666666666656,5783.766233766233,3623.0,5121.244588744588,3386.0,9973.44155844156,1951.0,363.0,4128.766233766233,3612.0,4162.099567099566,3358.0,9860.94155844156,1951.0
5.0,2,"numeric, numeric",numeric,15471.0,941940.7638817375,72170.97401834061,310750.1587551438,105418.10883989428,395790.0,139301.3387749673,424065.0,148601.0942837611,264965.0,15471.0,105464.75292535264,389038.0,103388.56819631322,425417.0,152502.34448792468,265262.0
5.0,3,"binary, binary, binary",binary,320.0,20236.190476190477,6582.857142857143,4817.142857142857,3946.666666666667,2864.0,-4053.3333333333335,4128.0,3946.666666666667,1920.0,512.0,-6217.142857142857,4560.0,-6217.142857142857,6592.0,5851.428571428572,3072.0
5.0,3,"binary, binary, numeric",mixed,6154.0,260545.36796536797,267986.5800865801,89974.7186147186,130551.341991342,61703.0,118531.6883116883,61778.0,229428.65800865807,30668.0,6485.0,97236.10389610389,65119.0,97131.34199134198,65329.0,230310.5627705628,32654.0
5.0,3,"binary, numeric, numeric",mixed,1051.0,65327.619047619046,22756.190476190477,19667.619047619046,9458.095238095239,12149.0,-4939.04761904762,10071.0,5776.190476190476,6306.0,1051.0,-4939.04761904762,11960.0,-4939.04761904762,10029.0,5486.666666666667,6306.0
5.0,3,"numeric, numeric, numeric",numeric,482855.0,27954468.445338164,862257.2140852563,10598222.208404548,2499596.655088962,14621503.0,4228793.580612565,15584875.0,3363015.386471668,9128808.0,482855.0,3440898.30790849,14439881.0,3231443.4983338704,15588913.0,3552269.5283518108,9131095.0
5.0,4,"binary, binary, binary, binary",binary,512.0,29870.47619047619,13040.0,8864.761904761905,8167.619047619049,3776.0,-7558.0952380952385,5632.0,8167.619047619049,2560.0,512.0,-7558.0952380952385,3776.0,-7558.0952380952385,5632.0,8167.619047619049,2560.0
5.0,4,"binary, binary, binary, numeric",mixed,63624.0,2347243.4632034632,3202357.748917749,1017188.4848484847,1626671.8614718614,543975.0,1595559.1341991343,542710.0,2896723.54978355,260680.0,63189.0,1448301.3852813852,538266.0,1453656.6233766233,538069.0,2896507.3593073594,258505.0
5.0,4,"binary, binary, numeric, numeric",mixed,18248.0,1124865.7142857143,404490.4761904762,342208.5714285714,137351.42857142858,180369.0,-118940.00000000001,180560.0,114553.33333333334,91240.0,17813.0,-117704.76190476191,173924.0,-110210.4761904762,176562.0,108240.0,89065.0
5.0,4,"binary, numeric, numeric, numeric",mixed,5650.0,346468.5714285714,127055.2380952381,116339.0476190476,48146.666666666664,57256.0,-4040.000000000004,46844.0,9090.47619047619,28250.0,5650.0,-4040.000000000004,56334.0,-4040.000000000004,46844.0,4960.0,28250.0
5.0,4,"numeric, numeric, numeric, numeric",numeric,763241.0,46571821.744359165,6492208.137352438,14331107.95640023,6320017.689267183,12968429.0,6803888.036222212,13364512.0,6692214.813712334,7002840.0,763241.0,7525806.301565103,12834125.0,6498068.45212434,13371990.0,6822015.235312432,7002840.0
6.0,1,binary,binary,4.0,260.95238095238096,74.28571428571429,98.0952380952381,-0.9523809523809543,28.0,-48.571428571428584,5.0,73.33333333333333,15.0,4.0,-48.571428571428584,34.0,-48.571428571428584,6.0,73.33333333333333,18.0
6.0,1,numeric,numeric,376.0,23523.347629333202,3975.7057065545278,7173.127138199305,3625.647477139919,5910.0,4500.65363020528,5802.0,5314.753270213453,4264.0,376.0,2855.1243976072037,5792.0,3434.782831700672,5862.0,5510.087529445006,4273.0
6.0,2,"binary, binary",binary,80.0,5184.761904761905,1520.0,1878.095238095238,-19.0476190476191,830.0,-971.4285714285716,1018.0,1466.6666666666667,560.0,64.0,-777.1428571428572,658.0,-777.1428571428572,806.0,1173.3333333333335,448.0
6.0,2,"binary, numeric",mixed,357.0,16791.309523809523,12077.976190476193,7775.56277056277,5726.623376623376,3654.0,5291.926406926407,3380.0,11018.376623376624,1949.0,357.0,3728.290043290043,3625.0,4028.290043290043,3367.0,11313.852813852815,1949.0
6.0,2,"numeric, numeric",numeric,16161.0,991627.25185351,90048.46680882032,344899.9609253145,105250.8748483842,415761.0,152995.8439243214,443023.0,144858.43882859623,279726.0,16161.0,100881.36552956802,410520.0,111057.11563986479,444510.0,150148.7631191448,279871.0
6.0,3,"binary, binary, binary",binary,256.0,16476.190476190477,4979.047619047619,5668.571428571429,-60.95238095238078,2392.0,-3108.5714285714284,3328.0,4693.333333333334,1536.0,512.0,-6217.142857142857,4544.0,-6217.142857142857,6592.0,9386.666666666668,3072.0
6.0,3,"binary, binary, numeric",mixed,6287.0,269482.03463203466,250272.33766233767,169703.19264069264,121858.00865800865,62617.0,124041.60173160174,62116.0,241715.1948051948,30898.0,6572.0,95683.24675324674,65210.0,98037.05627705627,65214.0,248243.76623376622,32608.0
6.0,3,"binary, numeric, numeric",mixed,1117.0,70400.0,23215.2380952381,27479.04761904762,5480.952380952381,13221.0,-6508.571428571429,10728.0,12180.0,6702.0,1117.0,-6508.571428571429,12836.0,-6508.571428571429,10710.0,11760.952380952382,6702.0
6.0,3,"numeric, numeric, numeric",numeric,506731.0,29651469.665951196,900725.2906156743,11663358.488088576,2419861.5819664686,15378929.0,4674289.062797543,16413265.0,3231782.88233087,9678373.0,506731.0,3326083.8507750034,15282317.0,3574038.4915752504,16419893.0,3417438.4921439323,9679564.0
6.0,4,"binary, binary, binary, binary",binary,1024.0,66335.23809523809,19485.71428571429,21301.904761904763,-243.80952380952345,7520.0,-12434.285714285714,11264.0,18773.333333333336,5120.0,512.0,-7558.0952380952385,3760.0,-7558.0952380952385,5632.0,11824.761904761905,2560.0
6.0,4,"binary, binary, binary, numeric",mixed,67279.0,2592899.6536796535,3080009.350649351,2028747.857142857,1550483.29004329,573701.0,1607537.0562770562,576029.0,3043314.199134199,276555.0,64139.0,1435068.051948052,544047.0,1440748.051948052,543273.0,3012289.4372294373,260855.0
6.0,4,"binary, binary, numeric, numeric",mixed,21169.0,1325465.7142857143,448698.09523809527,517596.1904761905,58742.85714285714,213164.0,-161518.09523809527,206603.0,241758.09523809524,105845.0,19577.0,-162373.33333333334,193253.0,-154660.0,192471.0,224262.85714285716,97885.0
6.0,4,"binary, numeric, numeric, numeric",mixed,6307.0,396126.6666666667,132460.0,156509.52380952382,45761.90476190476,65252.0,-18213.33333333334,52199.0,39001.90476190476,31535.0,6307.0,-18213.33333333334,63508.0,-18213.33333333334,52199.0,36392.380952380954,31535.0
6.0,4,"numeric, numeric, numeric, numeric",numeric,786160.0,48103573.87289435,9638292.238161024,17123177.4111001,6752848.378799954,13371875.0,7251815.28287806,13690459.0,7007537.599188995,7187743.0,786160.0,7385305.103259665,13200774.0,6862829.366716701,13689171.0,7088135.808070993,7187743.0
6.999999999999999,1,binary,binary,4.0,260.95238095238096,74.28571428571429,95.23809523809521,-38.0952380952381,60.0,-48.571428571428584,7.0,1.904761904761909,24.0,4.0,-48.571428571428584,53.0,-48.571428571428584,4.0,1.904761904761909,24.0
6.999999999999999,1,numeric,numeric,384.0,24094.890912945164,4282.17264852224,7553.436787910319,3634.1940378529575,5913.0,4350.414867174997,5873.0,5635.633115520728,4281.0,384.0,2767.426856970277,5823.0,3382.2760739774435,5917.0,5670.386186668291,4276.0
6.999999999999999,2,"binary, binary",binary,96.0,6245.714285714286,1800.0000000000002,2288.5714285714284,-914.2857142857144,1210.0,-1146.6666666666667,1247.0,45.71428571428573,672.0,96.0,-1165.7142857142858,1086.0,-1146.6666666666667,1238.0,45.71428571428573,672.0
6.999999999999999,2,"binary, numeric",mixed,358.0,16776.309523809523,12211.655844155846,6377.229437229436,5145.194805194805,3755.0,5458.192640692641,3338.0,9885.42207792208,1946.0,358.0,3955.670995670995,3686.0,4313.170995670996,3292.0,9733.39826839827,1946.0
6.999999999999999,2,"numeric, numeric",numeric,16285.0,1004777.3573386022,121398.54645174171,340953.53151604644,102995.56517216812,417960.0,147272.99259106725,443949.0,154136.7474137332,279773.0,16285.0,94698.70113544707,411427.0,107311.02167778536,445146.0,154725.51075626852,279593.0
6.999999999999999,3,"binary, binary, binary",binary,768.0,49834.28571428572,14531.428571428572,18330.476190476187,-7314.285714285715,7840.0,-9020.952380952382,9984.0,365.714285714286,4608.0,768.0,-9325.714285714286,7104.0,-9020.952380952382,9984.0,365.714285714286,4608.0
6.999999999999999,3,"binary, binary, numeric",mixed,7002.0,313515.8441558442,268454.3722943723,144572.65151515152,108864.67532467532,70871.0,120513.13852813854,69757.0,218772.38095238098,35068.0,7002.0,96488.48484848483,69360.0,100409.6753246753,69663.0,218132.8571428572,35068.0
6.999999999999999,3,"binary, numeric, numeric",mixed,1124.0,69470.47619047618,24731.428571428576,29916.190476190477,4040.952380952381,13168.0,-1330.476190476191,10758.0,2793.3333333333344,6744.0,1124.0,-2049.5238095238105,12652.0,-1330.476190476191,10746.0,2379.04761904762,6744.0
6.999999999999999,3,"numeric, numeric, numeric",numeric,506419.0,29729241.22706355,2032336.0293194118,11324860.729980698,2308360.9408865194,15405396.0,4607565.749957996,16377758.0,3373287.3212422365,9638640.0,506419.0,3122283.9383746833,15227010.0,3483061.2124113636,16382046.0,3439868.2837234233,9633532.0
6.999999999999999,4,"binary, binary, binary, binary",binary,2048.0,132590.47619047618,39051.42857142858,48952.38095238095,-19504.761904761905,16000.0,-23649.52380952381,22528.0,975.2380952380963,10240.0,2048.0,-24868.571428571428,14464.0,-23649.52380952381,22528.0,975.2380952380963,10240.0
6.999999999999999,4,"binary, binary, binary, numeric",mixed,73487.0,2963109.1774891773,3219531.168831169,1548961.645021645,1452975.6709956708,631713.0,1551041.7316017319,642071.0,2861072.0779220783,307275.0,73487.0,1375585.1948051946,622582.0,1397845.1948051946,642041.0,2854173.0303030307,307275.0
6.999999999999999,4,"binary, binary, numeric, numeric",mixed,25117.0,1537376.1904761905,567667.619047619,678593.3333333333,36923.80952380953,252304.0,-82218.09523809524,242062.0,81729.52380952382,125585.0,25117.0,-106159.04761904763,242527.0,-82218.09523809525,242000.0,75794.28571428572,125585.0
6.999999999999999,4,"binary, numeric, numeric, numeric",mixed,6659.0,410174.28571428574,147913.33333333334,177538.09523809524,59589.52380952381,66409.0,19137.142857142855,55658.0,13700.000000000004,33295.0,6659.0,13939.999999999996,64004.0,19137.142857142855,55656.0,10906.66666666667,33295.0
6.999999999999999,4,"numeric, numeric, numeric, numeric",numeric,779593.0,47752876.78791249,10839570.890808318,16943710.939912003,6696325.551464835,13456875.0,7240241.267180752,13794020.0,7065971.3205936495,7217587.0,779593.0,7331549.937800189,13286606.0,6898436.21189821,13802711.0,7243754.163077489,7217587.0
8.000000000000002,1,binary,binary,3.0,185.71428571428572,59.999999999999986,84.76190476190474,-40.00000000000001,19.0,-40.00000000000001,6.0,0.952380952380949,9.0,3.0,-40.00000000000001,30.0,-40.00000000000001,6.0,0.952380952380949,18.0
8.000000000000002,1,numeric,numeric,390.0,24452.710094587273,5612.785504790238,7772.773013991633,3925.892657130282,5862.0,4652.247670256081,5817.0,6016.22399185474,4256.0,390.0,2940.91529890173,5744.0,3490.367042488817,5861.0,6021.419261659824,4279.0
8.000000000000002,2,"binary, binary",binary,78.0,4900.0,1499.9999999999998,2080.9523809523807,-1011.4285714285716,723.0,-971.4285714285716,941.0,68.57142857142865,546.0,78.0,-1011.4285714285716,742.0,-971.4285714285716,929.0,68.57142857142865,546.0
8.000000000000002,2,"binary, numeric",mixed,443.0,23152.54329004329,9469.080086580085,7522.84632034632,4924.761904761904,4476.0,5598.051948051948,3960.0,10140.616883116882,2337.0,443.0,4238.993506493506,4479.0,4058.658008658008,3937.0,10015.974025974025,2337.0
8.000000000000002,2,"numeric, numeric",numeric,16359.0,1007974.9215344462,207877.10115120545,358953.6259814048,111965.81090276928,415670.0,152218.6846776125,441663.0,165758.15838972505,280070.0,16359.0,100988.4015638468,411154.0,111394.36639977884,442771.0,166704.50284142332,280270.0
8.000000000000002,3,"binary, binary, binary",binary,660.0,41800.0,12411.42857142857,16704.761904761905,-8400.0,5513.0,-7851.428571428572,8422.0,822.8571428571438,3960.0,660.0,-8400.0,5465.0,-7851.428571428572,8420.0,822.8571428571437,3960.0
8.000000000000002,3,"binary, binary, numeric",mixed,8664.0,438200.51948051946,203420.303030303,163659.74025974024,103911.68831168831,84971.0,119418.48484848483,80502.0,227967.09956709956,41808.0,8664.0,94965.58441558441,84134.0,96258.25757575757,80365.0,226104.00432900435,41808.0
8.000000000000002,3,"binary, numeric, numeric",mixed,1169.0,73157.14285714286,23100.95238095238,30942.85714285714,679.9999999999998,13614.0,-3740.952380952381,10833.0,1668.5714285714294,7014.0,1169.0,-4377.142857142858,13211.0,-3740.952380952381,10819.0,900.0000000000007,7014.0
8.000000000000002,3,"numeric, numeric, numeric",numeric,504508.0,29539002.98917048,5984091.216733448,11808500.469319874,2600263.3837864054,15238962.0,4706479.8301763,16163418.0,3640121.8422945845,9575573.0,504508.0,3294956.9339622706,15172359.0,3630255.355048108,16167814.0,3764186.334305382,9577034.0
8.000000000000002,4,"binary, binary, binary, binary",binary,1832.0,116584.76190476191,33952.380952380954,44279.04761904762,-23017.14285714286,12439.0,-21099.04761904762,20140.0,2742.8571428571445,9160.0,1832.0,-23017.142857142855,12439.0,-21099.04761904762,20140.0,2742.8571428571445,9160.0
8.000000000000002,4,"binary, binary, binary, numeric",mixed,92511.0,4456165.714285715,2338403.0303030303,1804355.1839826838,1412764.0692640692,785374.0,1558114.7186147186,768803.0,2930430.649350649,376795.0,92511.0,1353419.567099567,778781.0,1375664.7186147186,768777.0,2922624.9350649347,376795.0
8.000000000000002,4,"binary, binary, numeric, numeric",mixed,26439.0,1645293.3333333333,530555.2380952381,695752.380952381,-56737.14285714286,262014.0,-148046.6666666667,250505.0,69790.4761904762,132195.0,26439.0,-176223.80952380953,254622.0,-148046.6666666667,250543.0,60649.52380952382,132195.0
8.000000000000002,4,"binary, numeric, numeric, numeric",mixed,7118.0,445773.3333333333,141364.7619047619,185869.5238095238,43541.90476190476,70992.0,5912.38095238095,57265.0,3454.285714285717,35590.0,7118.0,2112.380952380948,69348.0,5912.38095238095,57258.0,-3029.523809523807,35590.0
