after size,drift size,drifted features types,count,after accuracy decrease,after retrain accuracy increase,before after retrain accuracy increase,fuzzy participation STAT_SFLDT fix accuracy increase,fuzzy participation STAT_SFLDT wasted effort,fuzzy participation BARINEL fix accuracy increase,fuzzy participation BARINEL wasted effort,fuzzy participation BARINEL_Paths_After fix accuracy increase,fuzzy participation BARINEL_Paths_After wasted effort,fuzzy participation STAT_BARINEL_Paths_After fix accuracy increase,fuzzy participation STAT_BARINEL_Paths_After wasted effort,fuzzy participation BARINEL_Paths_Difference fix accuracy increase,fuzzy participation BARINEL_Paths_Difference wasted effort,fuzzy participation STAT_BARINEL_Paths_Difference fix accuracy increase,fuzzy participation STAT_BARINEL_Paths_Difference wasted effort,fuzzy participation BARINEL_Features fix accuracy increase,fuzzy participation BARINEL_Features wasted effort,fuzzy participation BARINEL_Features_Paths_After fix accuracy increase,fuzzy participation BARINEL_Features_Paths_After wasted effort,fuzzy participation BARINEL_Features_Paths_Difference fix accuracy increase,fuzzy participation BARINEL_Features_Paths_Difference wasted effort,fuzzy participation SFLDT_Features fix accuracy increase,fuzzy participation SFLDT_Features wasted effort
6.0,1,numeric,7,364.17910447761193,89.55223880597013,180.59701492537314,41.7910447761194,14.0,40.298507462686565,10.0,0.0,7.0,32.83582089552239,10.0,117.91044776119405,3.0,117.91044776119405,3.0,146.26865671641792,4.0,152.23880597014926,2.0,117.91044776119405,3.0,107.46268656716417,5.0
9.000000000000002,1,numeric,13,778.0821917808219,165.7534246575343,371.2328767123288,100.00000000000003,42.0,154.7945205479452,7.0,63.01369863013699,9.0,-5.47945205479452,13.0,158.90410958904113,9.0,158.90410958904113,9.0,323.2876712328768,2.0,232.87671232876718,4.0,158.90410958904113,9.0,323.2876712328768,2.0
1.0000000000000002,1,numeric,8,531.5068493150685,-180.82191780821915,79.45205479452054,34.24657534246575,32.0,45.205479452054796,4.0,-27.3972602739726,6.0,-24.657534246575327,8.0,105.47945205479452,4.0,-21.91780821917808,8.0,72.60273972602741,4.0,72.60273972602741,4.0,105.47945205479452,4.0,72.60273972602741,4.0
8.000000000000002,1,numeric,3,120.0,7.105427357601002e-15,60.0,110.0,6.0,30.0,0.0,50.0,0.0,110.0,0.0,40.0,0.0,80.0,0.0,60.0,0.0,60.0,0.0,60.0,0.0,60.0,0.0
8.000000000000002,1,numeric,8,595.8333333333333,-62.500000000000014,104.16666666666667,75.0,20.0,-37.50000000000001,4.0,0.0,7.0,87.5,6.0,87.5,6.0,87.5,6.0,204.16666666666669,0.0,87.5,6.0,87.5,6.0,170.83333333333334,1.0
9.000000000000002,1,numeric,8,595.8333333333333,-62.500000000000014,91.66666666666667,158.33333333333334,20.0,45.833333333333336,4.0,0.0,7.0,87.5,6.0,87.5,6.0,87.5,6.0,204.16666666666669,0.0,87.5,6.0,87.5,6.0,170.83333333333334,1.0
1.0000000000000002,1,numeric,6,441.66666666666663,83.33333333333334,25.0,45.83333333333334,16.0,54.16666666666667,2.0,54.16666666666667,5.0,54.16666666666667,6.0,87.5,4.0,87.5,4.0,158.33333333333334,0.0,87.5,4.0,87.5,4.0,112.5,2.0
3.0,1,numeric,6,441.66666666666663,83.33333333333334,25.0,45.83333333333334,16.0,54.16666666666667,2.0,54.16666666666667,5.0,54.16666666666667,6.0,87.5,4.0,87.5,4.0,158.33333333333334,0.0,87.5,4.0,87.5,4.0,112.5,2.0
9.000000000000002,1,numeric,4,258.33333333333337,108.33333333333331,112.49999999999997,49.999999999999986,4.0,-16.666666666666668,2.0,41.66666666666666,2.0,49.999999999999986,2.0,58.33333333333332,2.0,66.66666666666666,0.0,58.33333333333332,2.0,58.33333333333332,2.0,58.33333333333332,2.0,141.66666666666663,0.0
5.0,1,numeric,8,601.8181818181819,23.636363636363683,121.81818181818183,11.818181818181838,123.0,32.727272727272734,6.0,62.727272727272734,3.0,65.45454545454547,3.0,50.909090909090914,6.0,50.909090909090914,6.0,169.09090909090912,0.0,169.09090909090912,0.0,30.000000000000004,24.0,106.36363636363639,6.0
5.0,1,numeric,8,595.8333333333333,-29.16666666666663,83.33333333333334,50.000000000000014,19.0,25.0,3.0,54.16666666666667,7.0,54.16666666666667,8.0,87.5,6.0,87.5,6.0,204.16666666666669,0.0,87.5,6.0,87.5,6.0,170.83333333333334,1.0
6.0,1,numeric,8,595.8333333333333,104.16666666666669,104.16666666666667,116.66666666666669,19.0,25.0,3.0,54.16666666666667,7.0,54.16666666666667,8.0,87.5,6.0,87.5,6.0,204.16666666666669,0.0,87.5,6.0,87.5,6.0,170.83333333333334,1.0
6.0,1,numeric,3,163.63636363636363,-27.272727272727273,36.36363636363637,9.090909090909088,0.0,45.45454545454547,0.0,63.63636363636364,0.0,36.36363636363637,0.0,90.90909090909092,0.0,36.36363636363637,0.0,90.90909090909092,0.0,90.90909090909092,0.0,90.90909090909092,0.0,90.90909090909092,0.0
2.0000000000000004,1,numeric,6,383.56164383561645,-120.54794520547945,79.45205479452056,1.3698630136986245,18.0,38.35616438356164,6.0,17.808219178082187,5.0,17.808219178082197,6.0,38.35616438356165,2.0,17.808219178082197,3.0,42.465753424657535,7.0,38.35616438356164,7.0,38.35616438356165,2.0,30.13698630136986,4.0
8.000000000000002,1,numeric,3,163.63636363636363,-27.272727272727273,36.36363636363637,9.090909090909088,0.0,45.45454545454547,0.0,63.63636363636364,0.0,36.36363636363637,0.0,90.90909090909092,0.0,36.36363636363637,0.0,90.90909090909092,0.0,90.90909090909092,0.0,90.90909090909092,0.0,90.90909090909092,0.0
5.0,1,numeric,3,206.89655172413794,-36.20689655172412,-32.75862068965516,-10.344827586206884,18.0,1.7241379310344862,4.0,0.0,3.0,10.344827586206906,6.0,0.0,3.0,-6.896551724137934,3.0,15.517241379310342,2.0,0.0,3.0,0.0,3.0,15.517241379310342,2.0
2.0000000000000004,1,numeric,14,979.2792792792793,-310.81081081081084,-0.9009009009009485,-58.558558558558566,417.0,-32.432432432432435,11.0,74.77477477477476,11.0,-3.603603603603611,20.0,74.77477477477476,10.0,74.77477477477476,10.0,175.67567567567562,60.0,73.87387387387385,70.0,88.28828828828826,60.0,92.79279279279277,50.0
1.0000000000000002,1,numeric,5,320.9677419354839,-87.0967741935484,66.12903225806453,77.41935483870967,0.0,0.0,0.0,56.45161290322581,0.0,96.7741935483871,0.0,133.8709677419355,0.0,96.7741935483871,0.0,133.8709677419355,0.0,133.8709677419355,0.0,133.8709677419355,0.0,133.8709677419355,0.0
9.000000000000002,1,numeric,1,30.76923076923077,46.15384615384615,0.0,38.46153846153846,0.0,38.46153846153846,0.0,57.692307692307686,0.0,38.46153846153846,0.0,57.692307692307686,0.0,38.46153846153846,0.0,57.692307692307686,0.0,57.692307692307686,0.0,57.692307692307686,0.0,57.692307692307686,0.0
2.0000000000000004,1,numeric,1,53.20796460176991,32.85398230088495,28.65044247787612,39.15929203539823,0.0,39.15929203539823,0.0,36.94690265486727,0.0,39.15929203539823,0.0,39.15929203539823,0.0,39.15929203539823,0.0,39.15929203539823,0.0,39.15929203539823,0.0,39.15929203539823,0.0,39.15929203539823,0.0
2.0000000000000004,1,numeric,6,284.93150684931504,-2.739726027397259,223.28767123287673,69.86301369863014,46.0,0.0,6.0,0.0,6.0,0.0,6.0,127.3972602739726,2.0,57.534246575342465,3.0,104.10958904109589,3.0,104.10958904109589,3.0,127.3972602739726,2.0,0.0,6.0
6.0,1,numeric,7,409.58904109589037,-1.865174681370263e-14,167.12328767123287,54.7945205479452,11.0,34.246575342465746,16.0,15.068493150684926,7.0,72.6027397260274,6.0,38.35616438356165,4.0,83.56164383561645,1.0,47.94520547945207,4.0,35.61643835616438,8.0,38.35616438356165,4.0,75.34246575342466,2.0
0.5000000000000001,1,numeric,8,531.5068493150685,-180.82191780821915,79.45205479452054,34.24657534246575,32.0,45.205479452054796,4.0,-27.3972602739726,6.0,-24.657534246575327,8.0,105.47945205479452,4.0,-21.91780821917808,8.0,72.60273972602741,4.0,72.60273972602741,4.0,105.47945205479452,4.0,72.60273972602741,4.0
3.0,1,numeric,5,231.34328358208955,59.70149253731345,144.7761194029851,10.447761194029844,14.0,1.4925373134328346,5.0,1.4925373134328346,5.0,46.26865671641791,4.0,98.50746268656718,2.0,92.53731343283584,2.0,98.50746268656715,5.0,98.50746268656715,5.0,98.50746268656718,2.0,98.50746268656715,5.0
8.000000000000002,1,numeric,8,483.56164383561645,-5.479452054794539,169.86301369863014,56.16438356164384,13.0,43.83561643835616,20.0,6.849315068493144,8.0,76.7123287671233,7.0,57.53424657534247,5.0,102.73972602739727,2.0,79.45205479452056,5.0,27.3972602739726,9.0,57.53424657534247,5.0,84.93150684931507,2.0
9.000000000000002,1,numeric,7,409.58904109589037,45.20547945205481,187.67123287671234,24.65753424657534,19.0,27.397260273972602,21.0,15.068493150684926,7.0,47.945205479452056,6.0,38.35616438356165,4.0,50.684931506849324,4.0,50.684931506849324,7.0,35.61643835616438,8.0,38.35616438356165,4.0,21.91780821917808,7.0
10.0,1,numeric,5,320.9677419354839,148.38709677419354,108.06451612903224,75.80645161290323,0.0,0.0,0.0,137.09677419354838,0.0,98.38709677419355,0.0,137.09677419354838,0.0,98.38709677419355,0.0,137.09677419354838,0.0,137.09677419354838,0.0,137.09677419354838,0.0,137.09677419354838,0.0
1.0000000000000002,1,numeric,1,53.20796460176991,36.83628318584071,36.283185840707965,38.93805309734514,1.0,38.93805309734514,0.0,38.93805309734514,0.0,38.93805309734514,0.0,38.93805309734514,0.0,38.93805309734514,0.0,37.27876106194691,0.0,37.27876106194691,0.0,37.27876106194691,0.0,37.27876106194691,0.0
1.0000000000000002,1,numeric,3,206.89655172413794,-51.72413793103446,8.62068965517243,-10.344827586206884,22.0,-6.896551724137934,4.0,0.0,3.0,-10.344827586206884,4.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0
9.000000000000002,1,numeric,7,364.17910447761193,192.5373134328358,165.67164179104478,71.64179104477611,19.0,19.40298507462687,12.0,40.298507462686565,6.0,74.62686567164178,11.0,117.91044776119405,3.0,132.8358208955224,3.0,95.5223880597015,4.0,153.73134328358208,2.0,117.91044776119405,3.0,107.46268656716416,5.0
8.000000000000002,1,numeric,5,320.9677419354839,162.90322580645162,117.74193548387096,77.41935483870967,0.0,0.0,0.0,148.38709677419354,0.0,108.06451612903226,0.0,148.38709677419354,0.0,108.06451612903226,0.0,148.38709677419354,0.0,148.38709677419354,0.0,148.38709677419354,0.0,148.38709677419354,0.0
10.0,1,numeric,7,364.17910447761193,105.97014925373138,170.1492537313433,77.61194029850746,17.0,10.447761194029848,12.0,40.298507462686565,6.0,74.62686567164178,11.0,117.91044776119405,3.0,164.17910447761196,2.0,95.5223880597015,4.0,153.73134328358208,2.0,117.91044776119405,3.0,107.46268656716416,5.0
6.999999999999999,1,numeric,7,364.17910447761193,167.1641791044776,164.17910447761193,58.20895522388059,18.0,7.462686567164178,10.0,44.77611940298508,5.0,59.701492537313435,12.0,117.91044776119405,3.0,116.41791044776122,4.0,95.5223880597015,4.0,104.4776119402985,3.0,117.91044776119405,3.0,132.83582089552237,3.0
6.999999999999999,1,numeric,12,745.2054794520548,10.958904109589039,336.98630136986304,61.643835616438366,39.0,56.164383561643845,7.0,63.01369863013699,8.0,-5.47945205479452,12.0,154.79452054794524,8.0,154.79452054794524,8.0,287.6712328767124,2.0,197.26027397260276,4.0,154.79452054794524,8.0,287.6712328767124,2.0
4.000000000000001,1,numeric,13,778.0821917808219,-10.958904109588982,376.7123287671234,186.30136986301372,53.0,94.52054794520548,5.0,63.01369863013699,9.0,0.0,13.0,150.68493150684932,9.0,150.68493150684932,9.0,312.32876712328766,4.0,224.65753424657535,6.0,150.68493150684932,9.0,312.32876712328766,4.0
9.000000000000002,1,numeric,5,320.9677419354839,154.83870967741933,120.96774193548387,79.03225806451613,0.0,0.0,0.0,141.93548387096774,0.0,101.61290322580645,0.0,141.93548387096774,0.0,101.61290322580645,0.0,141.93548387096774,0.0,141.93548387096774,0.0,141.93548387096774,0.0,141.93548387096774,0.0
8.000000000000002,1,numeric,7,364.17910447761193,132.83582089552237,177.61194029850748,71.64179104477611,16.0,23.880597014925385,12.0,55.22388059701494,5.0,62.6865671641791,12.0,117.91044776119405,3.0,119.40298507462687,4.0,97.01492537313433,5.0,101.49253731343283,3.0,117.91044776119405,3.0,122.38805970149254,4.0
5.0,1,numeric,7,364.17910447761193,55.22388059701492,180.59701492537314,34.328358208955216,15.0,40.298507462686565,10.0,-1.4925373134328346,7.0,70.1492537313433,8.0,110.44776119402985,3.0,74.62686567164178,4.0,135.82089552238804,3.0,146.2686567164179,2.0,110.44776119402985,3.0,138.8059701492537,4.0
5.0,1,numeric,13,778.0821917808219,112.32876712328766,346.5753424657534,98.63013698630138,53.0,134.24657534246575,7.0,45.205479452054796,9.0,0.0,13.0,146.5753424657534,9.0,146.5753424657534,9.0,260.2739726027397,4.0,172.60273972602738,6.0,146.5753424657534,9.0,260.2739726027397,4.0
3.0,1,numeric,3,120.0,7.105427357601002e-15,60.0,110.0,6.0,30.0,0.0,50.0,0.0,110.0,0.0,40.0,0.0,80.0,0.0,60.0,0.0,60.0,0.0,60.0,0.0,60.0,0.0
10.0,1,numeric,13,778.0821917808219,339.7260273972602,400.0,93.15068493150687,45.0,154.7945205479452,7.0,63.01369863013699,9.0,-5.47945205479452,13.0,154.79452054794524,9.0,154.79452054794524,9.0,319.17808219178085,2.0,228.76712328767127,4.0,154.79452054794524,9.0,319.17808219178085,2.0
4.000000000000001,1,numeric,3,175.0,75.0,49.999999999999986,108.33333333333331,4.0,0.0,2.0,0.0,2.0,108.33333333333331,2.0,41.66666666666666,2.0,108.33333333333331,0.0,41.66666666666666,2.0,41.66666666666666,2.0,41.66666666666666,2.0,124.99999999999997,0.0
10.0,1,numeric,2,100.0,38.46153846153846,76.92307692307692,57.69230769230769,0.0,38.46153846153846,0.0,57.692307692307686,0.0,76.92307692307692,0.0,76.92307692307692,0.0,76.92307692307692,0.0,76.92307692307692,0.0,76.92307692307692,0.0,76.92307692307692,0.0,76.92307692307692,0.0
2.0000000000000004,1,numeric,3,206.89655172413794,-36.20689655172412,8.62068965517243,-10.344827586206884,18.0,-10.344827586206884,4.0,0.0,3.0,-10.344827586206884,4.0,0.0,3.0,0.0,3.0,17.24137931034483,2.0,0.0,3.0,0.0,3.0,13.793103448275879,2.0
6.0,1,numeric,3,175.0,75.0,74.99999999999997,49.999999999999986,4.0,-16.666666666666668,2.0,37.5,2.0,49.999999999999986,2.0,37.5,2.0,49.999999999999986,0.0,37.5,2.0,37.5,2.0,37.5,2.0,120.83333333333331,0.0
1.0000000000000002,1,numeric,3,175.0,75.0,49.999999999999986,108.33333333333331,4.0,0.0,2.0,0.0,2.0,108.33333333333331,2.0,41.66666666666666,2.0,108.33333333333331,0.0,41.66666666666666,2.0,41.66666666666666,2.0,41.66666666666666,2.0,124.99999999999997,0.0
2.0000000000000004,1,numeric,5,320.9677419354839,141.93548387096774,74.19354838709678,-20.967741935483872,0.0,-20.967741935483872,0.0,112.90322580645162,0.0,69.35483870967741,0.0,158.06451612903226,0.0,114.51612903225805,0.0,158.06451612903226,0.0,158.06451612903226,0.0,158.06451612903226,0.0,158.06451612903226,0.0
0.5000000000000001,1,numeric,3,175.0,75.0,49.999999999999986,108.33333333333331,4.0,0.0,2.0,0.0,2.0,108.33333333333331,2.0,41.66666666666666,2.0,108.33333333333331,0.0,41.66666666666666,2.0,41.66666666666666,2.0,41.66666666666666,2.0,124.99999999999997,0.0
9.000000000000002,1,numeric,4,297.8723404255319,6.382978723404253,29.78723404255318,25.531914893617035,1.0,25.531914893617035,0.0,25.531914893617035,0.0,25.531914893617035,0.0,42.55319148936171,2.0,76.59574468085108,0.0,76.59574468085108,0.0,76.59574468085108,0.0,42.55319148936171,2.0,51.063829787234056,1.0
9.000000000000002,1,numeric,2,100.0,69.56521739130434,0.0,0.0,2.0,8.695652173913043,1.0,38.40579710144928,1.0,68.11594202898551,0.0,68.11594202898551,0.0,68.11594202898551,0.0,68.11594202898551,0.0,68.11594202898551,0.0,68.11594202898551,0.0,68.11594202898551,0.0
6.999999999999999,1,numeric,3,120.0,7.105427357601002e-15,60.0,110.0,6.0,30.0,0.0,50.0,0.0,110.0,0.0,40.0,0.0,80.0,0.0,60.0,0.0,60.0,0.0,60.0,0.0,60.0,0.0
3.0,1,numeric,3,180.76923076923077,96.15384615384616,26.92307692307692,96.15384615384616,0.0,96.15384615384616,0.0,96.15384615384616,0.0,96.15384615384616,0.0,96.15384615384616,0.0,96.15384615384616,0.0,96.15384615384616,0.0,96.15384615384616,0.0,96.15384615384616,0.0,96.15384615384616,0.0
3.0,1,numeric,2,125.0,35.41666666666668,40.10416666666666,40.10416666666668,16.0,41.66666666666668,5.0,0.0,2.0,42.1875,3.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.5208333333333259,1.0
3.0,1,numeric,3,165.75342465753425,-34.24657534246576,57.53424657534247,1.3698630136986245,7.0,21.917808219178085,3.0,-8.21917808219178,3.0,8.219178082191778,3.0,31.506849315068497,2.0,0.0,3.0,43.83561643835616,1.0,31.506849315068497,1.0,31.506849315068497,2.0,31.506849315068497,1.0
9.000000000000002,1,numeric,3,120.0,7.105427357601002e-15,60.0,110.0,6.0,30.0,0.0,50.0,0.0,110.0,0.0,40.0,0.0,80.0,0.0,60.0,0.0,60.0,0.0,60.0,0.0,60.0,0.0
10.0,1,numeric,3,120.0,7.105427357601002e-15,60.0,110.0,6.0,30.0,0.0,50.0,0.0,110.0,0.0,40.0,0.0,80.0,0.0,60.0,0.0,60.0,0.0,60.0,0.0,60.0,0.0
6.0,1,numeric,3,120.0,7.105427357601002e-15,60.0,110.0,6.0,30.0,0.0,50.0,0.0,110.0,0.0,40.0,0.0,80.0,0.0,60.0,0.0,60.0,0.0,60.0,0.0,60.0,0.0
5.0,1,numeric,6,362.5,87.5,-41.666666666666664,-4.166666666666664,36.0,-16.66666666666666,1.0,-12.5,0.0,-33.33333333333333,0.0,-33.33333333333333,0.0,-33.33333333333333,0.0,-16.666666666666664,3.0,-16.666666666666664,3.0,20.833333333333336,0.0,5.329070518200751e-15,1.0
8.000000000000002,1,numeric,5,304.16666666666663,58.33333333333333,54.16666666666667,-8.333333333333337,30.0,37.500000000000014,0.0,1.2434497875801753e-14,0.0,-16.66666666666666,0.0,-16.66666666666666,0.0,-16.66666666666666,0.0,0.0,2.0,0.0,2.0,4.166666666666675,0.0,41.66666666666667,1.0
1.0000000000000002,1,numeric,4,243.47826086956522,55.072463768115945,14.49275362318841,54.347826086956516,6.0,33.33333333333333,1.0,63.04347826086957,1.0,92.7536231884058,0.0,68.11594202898551,2.0,93.47826086956522,0.0,93.47826086956522,0.0,93.47826086956522,0.0,68.11594202898551,2.0,93.47826086956522,0.0
4.000000000000001,1,numeric,3,120.0,7.105427357601002e-15,60.0,110.0,6.0,30.0,0.0,50.0,0.0,110.0,0.0,40.0,0.0,80.0,0.0,60.0,0.0,60.0,0.0,60.0,0.0,60.0,0.0
0.5000000000000001,1,numeric,5,320.9677419354839,-87.0967741935484,66.12903225806453,77.41935483870967,0.0,0.0,0.0,56.45161290322581,0.0,96.7741935483871,0.0,133.8709677419355,0.0,96.7741935483871,0.0,133.8709677419355,0.0,133.8709677419355,0.0,133.8709677419355,0.0,133.8709677419355,0.0
3.0,1,numeric,3,206.89655172413794,-36.20689655172412,-15.517241379310331,-10.344827586206884,18.0,-10.344827586206884,4.0,0.0,3.0,-10.344827586206884,4.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0
1.0000000000000002,1,numeric,4,279.45205479452056,-104.10958904109589,30.136986301369863,30.136986301369863,27.0,17.808219178082183,4.0,17.808219178082183,4.0,39.72602739726027,4.0,13.698630136986301,1.0,-47.945205479452056,4.0,17.808219178082183,7.0,17.808219178082183,7.0,13.698630136986301,1.0,17.808219178082183,7.0
3.0,1,numeric,4,241.66666666666666,58.333333333333336,12.5,-4.166666666666664,24.0,-12.499999999999988,1.0,-29.166666666666664,0.0,-20.83333333333332,0.0,-20.83333333333332,0.0,-20.83333333333332,0.0,16.666666666666664,2.0,16.666666666666664,2.0,29.166666666666664,0.0,29.166666666666664,0.0
5.0,1,numeric,5,320.9677419354839,143.54838709677418,116.12903225806451,62.903225806451616,0.0,-19.354838709677413,0.0,174.19354838709677,0.0,124.19354838709677,0.0,174.19354838709677,0.0,124.19354838709677,0.0,174.19354838709677,0.0,174.19354838709677,0.0,174.19354838709677,0.0,174.19354838709677,0.0
0.5000000000000001,1,numeric,3,120.0,7.105427357601002e-15,60.0,110.0,6.0,30.0,0.0,50.0,0.0,110.0,0.0,40.0,0.0,80.0,0.0,60.0,0.0,60.0,0.0,60.0,0.0,60.0,0.0
5.0,1,numeric,4,228.57142857142858,45.71428571428571,92.85714285714286,117.14285714285711,0.0,74.28571428571426,0.0,117.14285714285711,0.0,117.14285714285711,0.0,42.85714285714285,3.0,117.14285714285711,0.0,117.14285714285711,0.0,117.14285714285711,0.0,42.85714285714285,3.0,117.14285714285711,0.0
2.0000000000000004,1,numeric,8,249.16201117318437,351.3966480446927,149.72067039106145,433.5195530726256,93.0,434.63687150837984,2.0,434.63687150837984,2.0,68.15642458100555,5.0,105.58659217877094,5.0,105.58659217877094,5.0,470.94972067039106,2.0,470.94972067039106,2.0,105.58659217877094,5.0,429.608938547486,4.0
6.0,1,numeric,10,387.70949720670393,418.4357541899441,489.9441340782123,486.03351955307255,67.0,471.5083798882681,8.0,391.06145251396646,5.0,346.36871508379886,10.0,-4.469273743016785,7.0,-4.469273743016785,7.0,421.7877094972067,8.0,418.43575418994413,8.0,-4.469273743016785,7.0,501.11731843575416,6.0
4.000000000000001,1,numeric,3,182.29166666666666,66.14583333333334,67.1875,50.000000000000014,23.0,40.625000000000014,9.0,0.0,3.0,67.70833333333333,6.0,0.0,3.0,13.541666666666677,2.0,0.0,3.0,0.0,3.0,0.0,3.0,49.47916666666667,1.0
9.000000000000002,1,binary,3,185.71428571428572,65.71428571428572,68.57142857142856,-40.00000000000001,3.0,-40.00000000000001,3.0,-40.00000000000001,3.0,-40.00000000000001,3.0,31.428571428571416,0.0,31.428571428571416,0.0,0.0,3.0,0.0,3.0,31.428571428571416,0.0,0.0,3.0
